scenario,description,metric,preproc_id,seed,reduction,nn_hit_top1,nn_hit_top2,mixture_l1_mean,mixture_l1_max,trustworthiness,continuity,knn_recall,rank_corr,stress
MDS:identity | euclidean,Histograma original (control),euclidean,identity,37,MDS,0.072464,0.072464,0.274425,0.636297,0.882216,0.882216,0.137457,0.832355,0.262313
