index,name,x,y,total_roughness,n_notes
109,Diada-M2-9,11.431749,-10.404842,12.193512,2
110,Diada-m3-9,-7.751195,-1.755599,12.003452,2
111,Diada-M3-9,5.213302,5.686655,11.752918,2
112,Diada-P4-9,9.759925,-1.215533,11.503238,2
113,Diada-TT-9,-4.122018,-10.609580,11.283522,2
114,Diada-P5-9,7.904516,-4.756507,10.667842,2
115,Diada-m6-9,-0.526927,1.945830,10.528581,2
116,Diada-M6-9,3.306518,-3.718852,10.125026,2
117,Diada-m7-9,1.590516,-10.595710,9.798187,2
118,Diada-M7-9,5.028418,-8.349070,9.161985,2
119,Diada-P8-9,0.473302,-5.366393,8.200215,2
120,Diada-m2-10,5.158938,-14.047795,11.692408,2
121,Diada-M2-10,11.228519,-10.267688,11.937825,2
122,Diada-m3-10,-7.514286,-1.798356,11.736604,2
123,Diada-M3-10,5.113531,5.462609,11.473936,2
124,Diada-P4-10,9.343728,-1.183317,11.214637,2
125,Diada-TT-10,-4.004954,-10.303687,10.991648,2
126,Diada-P5-10,7.544675,-4.554756,10.355889,2
127,Diada-m6-10,-0.432171,1.750658,10.225887,2
128,Diada-M6-10,3.183754,-3.670006,9.820431,2
129,Diada-m7-10,1.601356,-10.261730,9.499452,2
130,Diada-M7-10,4.828012,-8.122197,8.856603,2
131,Diada-P8-10,0.511045,-5.205723,7.872393,2
132,Diada-m2-11,5.092656,-13.770943,11.411258,2
133,Diada-M2-11,11.010458,-10.121782,11.667493,2
134,Diada-m3-11,-7.268719,-1.843893,11.456610,2
135,Diada-M3-11,5.014764,5.228612,11.183455,2
136,Diada-P4-11,8.918819,-1.161726,10.916319,2
137,Diada-TT-11,-3.882199,-9.996342,10.692312,2
138,Diada-P5-11,7.203704,-4.343052,10.037954,2
139,Diada-m6-11,-0.340016,1.558285,9.919831,2
140,Diada-M6-11,3.067384,-3.625229,9.514225,2
141,Diada-m7-11,1.612963,-9.937379,9.200978,2
142,Diada-M7-11,4.634372,-7.904774,8.552679,2
143,Diada-P8-11,0.548929,-5.055660,7.546099,2
144,Maj-fund-0,-8.142471,16.299471,39.353996,3
145,Maj-inv1-0,-16.743239,7.103344,39.183554,3
146,Maj-inv2-0,17.618425,7.532793,38.537625,3
147,Min-fund-0,-8.468190,16.180568,39.430057,3
148,Min-inv1-0,17.417478,7.980549,38.638572,3
149,Min-inv2-0,-16.593263,7.196367,39.006193,3
150,Dim-fund-0,-17.218724,-6.036090,39.933996,3
151,Dim-inv1-0,-15.602776,-11.818855,38.749360,3
152,Dim-inv2-0,-15.212817,-12.155666,38.440982,3
153,Aug-fund-0,5.328223,15.605118,39.095497,3
154,Aug-inv1-0,5.328223,15.605118,39.095497,3
155,Aug-inv2-0,5.328223,15.605118,39.095497,3
156,Maj-fund-1,-7.991501,16.072767,38.927240,3
157,Maj-inv1-1,-16.509613,6.946661,38.747446,3
158,Maj-inv2-1,17.385486,7.338721,38.005393,3
159,Min-fund-1,-8.398561,15.929914,39.030671,3
160,Min-inv1-1,17.151761,7.873839,38.133458,3
161,Min-inv2-1,-16.312106,7.057972,38.515801,3
162,Dim-fund-1,-17.031327,-5.986004,39.590558,3
163,Dim-inv1-1,-15.398191,-11.634425,38.272936,3
164,Dim-inv2-1,-14.921640,-12.026874,37.883481,3
165,Aug-fund-1,5.268480,15.357253,38.632371,3
166,Aug-inv1-1,5.268480,15.357253,38.632371,3
167,Aug-inv2-1,5.268480,15.357253,38.632371,3
168,Maj-fund-2,-7.822723,15.800807,38.426885,3
169,Maj-inv1-2,-16.232609,6.773537,38.240923,3
170,Maj-inv2-2,17.119172,7.129371,37.408825,3
171,Min-fund-2,-8.304878,15.636453,38.556710,3
172,Min-inv1-2,16.856700,7.742499,37.562815,3
173,Min-inv2-2,-15.989067,6.898676,37.957167,3
174,Dim-fund-2,-16.801005,-5.928493,39.169990,3
175,Dim-inv1-2,-15.157221,-11.434792,37.730630,3
176,Dim-inv2-2,-14.602897,-11.874372,37.263636,3
177,Aug-fund-2,5.198137,15.073719,38.099604,3
178,Aug-inv1-2,5.198137,15.073719,38.099604,3
179,Aug-inv2-2,5.198137,15.073719,38.099604,3
180,Maj-fund-3,-7.637846,15.484518,37.857228,3
181,Maj-inv1-3,-15.914199,6.585032,37.668307,3
182,Maj-inv2-3,16.821459,6.906992,36.752955,3
183,Min-fund-3,-8.187615,15.301600,38.012203,3
184,Min-inv1-3,16.534301,7.588563,36.931418,3
185,Min-inv2-3,-15.625107,6.720763,37.335141,3
186,Dim-fund-3,-16.528737,-5.865050,38.676006,3
187,Dim-inv1-3,-14.882397,-11.220478,37.126982,3
188,Dim-inv2-3,-14.259767,-11.698473,36.586748,3
189,Aug-fund-3,5.117451,14.756848,37.501779,3
190,Aug-inv1-3,5.117451,14.756848,37.501779,3
191,Aug-inv2-3,5.117451,14.756848,37.501779,3
192,Maj-fund-4,-7.437312,15.125625,37.223154,3
193,Maj-inv1-4,-15.556034,6.382840,37.034451,3
194,Maj-inv2-4,16.494335,6.673873,36.043222,3
195,Min-fund-4,-8.047771,14.926526,37.401787,3
196,Min-inv1-4,16.186420,7.414352,36.244466,3
197,Min-inv2-4,-15.221454,6.526338,36.655055,3
198,Dim-fund-4,-16.215765,-5.797456,38.112994,3
199,Dim-inv1-4,-14.576907,-10.991164,36.466973,3
200,Dim-inv2-4,-13.895583,-11.499426,35.858483,3
201,Aug-fund-4,5.026755,14.409254,36.843993,3
202,Aug-inv1-4,5.026755,14.409254,36.843993,3
203,Aug-inv2-4,5.026755,14.409254,36.843993,3
204,Maj-fund-5,-7.222810,14.725299,36.530046,3
205,Maj-inv1-5,-15.159912,6.168852,36.344657,3
206,Maj-inv2-5,16.139822,6.432374,35.285371,3
207,Min-fund-5,-7.886148,14.512650,36.730628,3
208,Min-inv1-5,15.814989,7.222162,35.507500,3
209,Min-inv2-5,-14.779509,6.317568,35.922628,3
210,Dim-fund-5,-15.863629,-5.727767,37.485944,3
211,Dim-inv1-5,-14.244153,-10.746395,35.755945,3
212,Dim-inv2-5,-13.513731,-11.277584,35.084771,3
213,Aug-fund-5,4.926445,14.033804,36.131770,3
214,Aug-inv1-5,4.926445,14.033804,36.131770,3
215,Aug-inv2-5,4.926445,14.033804,36.131770,3
216,Maj-fund-6,-6.995286,14.285277,35.783691,3
217,Maj-inv1-6,-14.727852,5.945029,35.604580,3
218,Maj-inv2-6,15.759973,6.184830,34.485354,3
219,Min-fund-6,-7.703855,14.061355,36.004327,3
220,Min-inv1-6,15.422013,7.014224,34.726305,3
221,Min-inv2-6,-14.300830,6.096690,35.143861,3
222,Dim-fund-6,-15.474231,-5.658289,36.800350,3
223,Dim-inv1-6,-13.887629,-10.485830,34.999512,3
224,Dim-inv2-6,-13.117503,-11.033525,34.271701,3
225,Aug-fund-6,4.816978,13.633574,35.370956,3
226,Aug-inv1-6,4.816978,13.633574,35.370956,3
227,Aug-inv2-6,4.816978,13.633574,35.370956,3
228,Maj-fund-7,-6.755891,13.807359,34.990170,3
229,Maj-inv1-7,-14.262122,5.713355,34.820128,3
230,Maj-inv2-7,15.356821,5.933473,33.649230,3
231,Min-fund-7,-7.502165,13.574101,35.228819,3
232,Min-inv1-7,15.009547,6.792649,33.906810,3
233,Min-inv2-7,-13.787152,5.865944,34.324935,3
234,Dim-fund-7,-15.049922,-5.591529,36.062110,3
235,Dim-inv1-7,-13.510806,-10.209447,34.203462,3
236,Dim-inv2-7,-12.709998,-10.768108,33.425418,3
237,Aug-fund-7,4.698864,13.211810,34.567624,3
238,Aug-inv1-7,4.698864,13.211810,34.567624,3
239,Aug-inv2-7,4.698864,13.211810,34.567624,3
240,Maj-fund-8,-6.505418,13.293865,34.155752,3
241,Maj-inv1-8,-13.765248,5.475823,33.997368,3
242,Maj-inv2-8,14.932286,5.680421,32.783070,3
243,Min-fund-8,-7.282548,13.052503,34.410266,3
244,Min-inv1-8,14.579685,6.559327,33.054998,3
245,Min-inv2-8,-13.240457,5.627455,33.472102,3
246,Dim-fund-8,-14.593599,-5.530121,35.277420,3
247,Dim-inv1-8,-13.117001,-9.917802,33.373669,3
248,Dim-inv2-8,-12.294076,-10.482486,32.552030,3
249,Aug-fund-8,4.572646,12.771861,33.727963,3
250,Aug-inv1-8,4.572646,12.771861,33.727963,3
251,Aug-inv2-8,4.572646,12.771861,33.727963,3
252,Maj-fund-9,-6.245315,12.747195,33.286786,3
253,Maj-inv1-9,-13.240001,5.234427,33.142418,3
254,Maj-inv2-9,14.488077,5.427747,31.892858,3
255,Min-fund-9,-7.046478,12.498673,33.554952,3
256,Min-inv1-9,14.134591,6.315782,32.176808,3
257,Min-inv2-9,-12.663173,5.382936,32.591587,3
258,Dim-fund-9,-14.108810,-5.476700,34.452659,3
259,Dim-inv1-9,-12.709237,-9.612341,32.516000,3
260,Dim-inv2-9,-11.872440,-10.178104,31.657511,3
261,Aug-fund-9,4.438884,12.317107,32.858184,3
262,Aug-inv1-9,4.438884,12.317107,32.858184,3
263,Aug-inv2-9,4.438884,12.317107,32.858184,3
264,Maj-fund-10,-5.977237,12.170637,32.389593,3
265,Maj-inv1-10,-12.689348,4.991175,32.261356,3
266,Maj-inv2-10,14.025700,5.177671,30.984414,3
267,Min-fund-10,-6.795767,11.915421,32.669178,3
