seeds,nn_hit_top1_mean,nn_hit_top1_std,nn_hit_top2_mean,nn_hit_top2_std,mixture_l1_mean_mean,mixture_l1_mean_std,mixture_l1_max_mean,mixture_l1_max_std,trustworthiness_mean,trustworthiness_std,continuity_mean,continuity_std,knn_recall_mean,knn_recall_std,rank_corr_mean,rank_corr_std,stress_mean,stress_std,shepard_slope_mean,shepard_slope_std,shepard_intercept_mean,shepard_intercept_std,shepard_r2_mean,shepard_r2_std,silhouette_mean,silhouette_std,davies_bouldin_mean,davies_bouldin_std,kl_divergence_mean,kl_divergence_std,relative_rank_error_mean,relative_rank_error_std,var_ratio_dim1_mean,var_ratio_dim1_std,var_ratio_dim2_mean,var_ratio_dim2_std,cardinality_logreg_acc_mean,cardinality_logreg_acc_std,embedding_mem_kb_mean,embedding_mem_kb_std,knn_hit_card_2_mean,knn_hit_card_2_std,knn_hit_card_3_mean,knn_hit_card_3_std,knn_hit_card_4_mean,knn_hit_card_4_std,knn_hit_card_5_mean,knn_hit_card_5_std,scenario,description,metric,preproc_id,figure_seed,reduction,hyperparams,runtime_seconds,runtime_seconds_per_seed,rank
[42],0.9382716049382716,0.0,0.8765432098765432,0.0,0.3201467348068969,0.0,1.393052653669679,0.0,0.9799763233553188,0.0,0.982580754270252,0.0,0.7012345679012345,0.0,0.49375105188690044,0.0,0.4055631117108749,0.0,0.7995328641409675,0.0,-0.29696973939136617,0.0,0.29632905242354257,0.0,0.06841804087162018,0.0,2.6405318954660744,0.0,,,0.7598795066485021,0.0,0.7249658870362421,0.0,0.27503411296375796,0.0,0.4801470588235294,0.0,0.6328125,0.0,0.7569444444444445,0.0,0.43518518518518523,0.0,0.5069444444444444,0.0,0.4666666666666666,0.0,UMAP:perclass_alpha0_75 | euclidean,Media por clase exponente 0.75,euclidean,perclass_alpha0_75,42,UMAP,"{'n_neighbors': 15, 'n_epochs': 200}",13.948299400508404,13.948299400508404,1
