k,tones,rating,scalar_roughness,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
3,0_2_9,1.9,3.5703603454131714,0.0,2.1545838813544824,0.0,0.0,0.0,0.0,0.44532218788853867,0.0,0.9704542761701506,0.0,0.0,0.0
3,0_2_10,1.8,4.717384144467669,0.0,2.1545838813544824,0.0,0.0,0.0,0.0,0.0,1.343954145337455,0.0,1.218846117775732,0.0,0.0
3,0_2_11,2.03333333333333,4.686109116357307,0.0,2.1545838813544824,0.0,0.0,0.0,0.0,0.0,0.0,0.8738622501187578,0.0,1.6576629848840672,0.0
3,0_2_12,2.2,3.2974938060529073,0.0,2.1545838813544824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1034384354012663,0.0,0.03947148929715851
3,0_3_4,1.2,6.026765495098829,2.8786200113576963,0.0,1.665849098842042,1.4822963848990902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0_3_5,2.4,4.5705757384046155,0.0,1.8997889404169022,1.665849098842042,0.0,1.0049376991456713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0_3_6,2.36666666666667,4.597739583151508,0.0,0.0,3.0974526154184474,0.0,0.0,1.5002869677330604,0.0,0.0,0.0,0.0,0.0,0.0
3,0_3_7,3.4,3.475780962129698,0.0,0.0,1.665849098842042,1.2929976328879058,0.0,0.0,0.5169342303997502,0.0,0.0,0.0,0.0,0.0
3,0_3_8,3.63333333333333,3.9252092824883498,0.0,0.0,1.665849098842042,0.0,0.8263208187383071,0.0,0.0,1.4330393649080009,0.0,0.0,0.0,0.0
3,0_3_9,2.23333333333333,3.9840858743632346,0.0,0.0,1.665849098842042,0.0,0.0,1.3477824993510419,0.0,0.0,0.9704542761701506,0.0,0.0,0.0
3,0_3_10,2.53333333333333,3.300138010178667,0.0,0.0,1.665849098842042,0.0,0.0,0.0,0.41544279356089253,0.0,0.0,1.218846117775732,0.0,0.0
3,0_3_11,1.53333333333333,4.62714381996145,0.0,0.0,1.665849098842042,0.0,0.0,0.0,0.0,1.3036317362353411,0.0,0.0,1.6576629848840672,0.0
